Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Wind_Direction,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season,Hour,DayOfWeek,Month,Pollution_Source
India,Mumbai,Sector_3,19.03297,72.84511,5.0,198.69,2.5,16.99,265.655,670.22,212.91,37.9,42,3.1,E,118.8,5000.0,5000.0,5000.0,2024-05-27 19:47:00,spring,19,0,5,Vehicular
USA,Jacksonville,Sector_1,30.30742,-81.67954,1.0,1.49,4.21,0.15,18.99,77.96,3.23,20.8,100,3.4,SE,368.15,5000.0,5000.0,5000.0,2024-07-11 09:02:00,monsoon,9,3,7,Natural
Pakistan,Khanpur,City Center,28.6401307,70.6494106,5.0,333.01,3.67,8.05,137.41,943.59,571.17,20.37,14,3.3,N,28.5,5000.0,5000.0,5000.0,2025-12-17 21:21:18,winter,21,2,12,Vehicular
India,Nashik,Sector_2,20.03367,73.75545,5.0,211.39,30.6,27.32,160.53,1203.45,300.49,29.5,26,2.8,N,1231.92,5000.0,5000.0,5000.0,2024-04-30 17:02:00,spring,17,1,4,Vehicular
Germany,Frankfurt,Sector_1,50.11276,8.6984,2.0,11.67,25.59,1.78,33.71,319.0,14.76,3.17,93,0.51,N,54.51,810.23,1921.61,109.61,2025-12-17 21:36:12,winter,21,2,12,Vehicular
Bangladesh,Jamalpur,City Center,24.9255866,89.9436684,5.0,337.44,19.464,2.47,70.02,1721.9520000000002,342.594,28.3,49,4.5,N,338.45,444.77,569.4,5000.0,2024-04-14 09:36:00,spring,9,6,4,Burning
USA,New York,Sector_4,40.73769,-74.02676,2.0,40.77034471941479,14.17,2.68,42.78,339.82473979466863,192.7730118301073,0.95,68,4.47,N,205.3,890.85,1819.0,73.01,2025-12-17 20:29:26,spring,20,2,12,Agricultural
Germany,Mainz,Sector_4,50.00869,8.24037,2.0,336.916424094699,24.212739875913265,0.8,29.56,2452.5604465622687,6.21,15.6,100,1.9,SE,368.36,478.19,329.92,659.0,2024-09-30 17:33:00,monsoon,17,0,9,Vehicular
China,Handan,Sector_1,36.59769,114.52186,5.0,500.0,58.4825,29.93,0.0,3000.0,550.55,20.9,37,6.1,SW,126.53,5000.0,5000.0,5000.0,2024-08-11 20:07:00,summer,20,6,8,Vehicular
Germany,Wuppertal,Sector_4,51.27456,7.17641,1.0,2.85,11.08,0.84,16.53,99.64,4.87,20.2,100,4.6,S,356.96,128.07,5000.0,243.31,2024-08-28 12:42:00,monsoon,12,2,8,Natural
Brazil,Manaus,Sector_4,-3.12177,-59.94393,1.0,0.84,0.11,0.09,12.32,132.48,0.9,45.2,55,7.0,SE,132.38,278.2,5000.0,5000.0,2024-07-30 19:46:00,summer,19,1,7,Natural
India,Raipur,Sector_4,21.24757,81.67349,5.0,62.1679419389432,35.11932750872646,29.99267062143984,83.41,817.16,216.9,19.15,59,1.03,W,679.44,1395.0,5000.0,5000.0,2025-12-17 20:21:42,winter,20,2,12,Industrial
China,Qingdao,Sector_4,36.0445,120.35415,4.0,89.36,18.98,16.68,74.11,527.82,112.17,7.4,42,2.6,NE,721.82,5000.0,5000.0,5000.0,2024-04-22 08:13:00,spring,8,0,4,Vehicular
Germany,Leipzig,Sector_4,51.33711,12.31495,3.0,81.42,24.108,0.88,77.82,609.104,78.27399999999999,21.2,67,6.9,SW,566.96,648.11,2456.02,337.94,2024-06-17 16:23:00,summer,16,0,6,Burning
Bangladesh,Lalmonirhat,Sector_4,25.94579,89.419,5.0,41.13,15.0,2.18,27.42,402.69,69.43,27.5,79,4.2,SE,1503.83,5000.0,5000.0,5000.0,2024-07-20 10:10:00,monsoon,10,5,7,Natural
Pakistan,Jhang,Sector_2,31.27677,72.32217,5.0,314.96043285332337,26.357362477669923,3.41,175.14,1538.8098698630415,600.0,32.7,10,2.7,SW,51.23,5000.0,5000.0,1306.0,2024-06-12 08:27:00,summer,8,2,6,Burning
USA,Arlington,Sector_3,32.73595,-97.07807,1.0,102.09173462063217,50.1170170320827,29.99267062143984,69.81,213.34,8.51,16.6,73,4.6,N,75.65,2469.0,5000.0,5000.0,2024-05-28 14:52:00,spring,14,1,5,Industrial
Nigeria,Port Harcourt,City Center,4.7676576,7.0188527,1.0,98.73371410822332,0.11,0.09,9.84,379.342132681155,126.8919121540199,36.9,98,6.1,SE,176.58,498.95,1218.0,5000.0,2024-08-13 13:02:00,spring,13,1,8,Burning
Bangladesh,Lalmonirhat,Sector_1,25.89991,89.44837,5.0,139.87,17.92,1.89,54.76,984.4,160.94,29.0,34,3.6,NE,66.5,5000.0,5000.0,5000.0,2024-03-20 19:03:00,spring,19,2,3,Vehicular
USA,Memphis,Sector_2,35.16954,-90.04543,1.0,7.22,5.59,0.3,57.4,192.35,7.75,17.3,67,3.3,NE,264.0,1128.69,5000.0,5000.0,2024-04-15 13:22:00,spring,13,0,4,Natural
India,Coimbatore,Sector_4,11.01185,76.95513,3.0,39.51,22.09,6.94,57.82,595.09,52.32,26.79,50,2.06,NW,9.69,368.51,1572.99,5000.0,2025-12-17 20:16:51,winter,20,2,12,Industrial
Pakistan,Shikarpur,Sector_3,27.95627,68.63555,5.0,398.04,8.35,5.43,160.8,1095.87,502.29,24.4,10,4.2,NE,204.31,5000.0,5000.0,5000.0,2024-04-12 12:55:00,spring,12,4,4,Vehicular
Pakistan,Dera Ghazi Khan,Sector_3,30.00416,70.63141,5.0,415.1,8.3,2.46,144.39,1049.58,600.0,38.8,10,4.3,W,1305.18,5000.0,5000.0,5000.0,2024-08-23 09:47:00,summer,9,4,8,Vehicular
India,Bhopal,Sector_3,23.26753,77.41546,4.0,32.56,3.47,2.08,43.86,128.92,37.51,23.4,89,3.7,SE,20.42,5000.0,5000.0,5000.0,2024-07-31 08:16:00,monsoon,8,2,7,Natural
Brazil,Campo Grande,City Center,-20.4640173,-54.6162947,2.0,327.57767452353835,10.963796633578031,0.11,90.6,1752.1292170477886,25.6,30.1,28,2.6,NE,9.52,5000.0,5000.0,1718.0,2024-05-14 14:12:00,spring,14,1,5,Burning
Russia,Voronezh,Sector_3,51.65836,39.16893,2.0,4.71,3.18,0.79,23.15,110.94,6.92,14.2,100,5.6,SE,618.22,0.0,5000.0,1037.36,2024-08-25 20:53:00,monsoon,20,6,8,Natural
Nigeria,Benin City,City Center,6.3330586,5.6221058,1.0,2.08,0.19,0.09,37.24,179.07,4.72,40.6,34,3.5,NE,71.52,373.06,5000.0,535.3,2024-05-08 14:36:00,spring,14,2,5,Natural
China,Daqing,Sector_1,46.57603,125.08916,4.0,238.2624584022521,13.104484052469305,10.25,35.51,1683.6033145120246,91.89,-3.6,50,2.9,NE,107.52,5000.0,5000.0,1761.0,2024-03-29 12:02:00,spring,12,4,3,Burning
India,Ludhiana,Sector_4,30.91528,75.88796,5.0,270.66,20.52,3.34,65.33,1608.55,418.75,23.2,22,3.3,E,171.75,5000.0,5000.0,5000.0,2024-05-17 10:37:00,spring,10,4,5,Vehicular
Germany,Dortmund,Sector_3,51.50101,7.47303,1.0,48.34242958301388,14.25,0.79,37.66,274.09732921004985,113.53425278753122,9.44,80,3.6,W,299.75,662.34,379.0,161.93,2025-12-17 20:00:28,summer,20,2,12,Agricultural
USA,Washington,Sector_2,38.8609,-77.01081,2.0,21.42,9.77,1.55,69.72,300.22,26.03,6.9,52,5.0,NE,306.48,925.42,5000.0,5000.0,2024-03-10 08:51:00,spring,8,6,3,Natural
Indonesia,Pontianak,Sector_4,-0.02207,109.31553,1.0,0.82,0.16,0.12,26.9,74.2,1.21,38.6,100,2.1,S,80.03,1272.76,583.64,5000.0,2024-09-28 08:15:00,monsoon,8,5,9,Natural
Pakistan,Dadu,Sector_4,26.71791,67.77901,5.0,164.27,7.35,4.97,105.04,613.67,258.37,21.7,16,2.3,W,28.22,5000.0,5000.0,5000.0,2025-12-17 20:16:08,winter,20,2,12,Vehicular
India,Kalyan-Dombivli,City Center,19.2391602,73.1293186,5.0,227.2817961352436,38.962256720633775,29.75,159.11,1036.5061153669694,133.33,32.4,92,2.4,SE,59.35,5000.0,5000.0,1003.0,2024-07-10 11:46:00,monsoon,11,2,7,Vehicular
India,Srinagar,Sector_3,34.06003,74.81846,5.0,213.35,26.31,4.62,89.27,1655.35,264.45,9.22,28,0.59,N,66.81,2144.31,1222.74,5000.0,2025-12-17 20:54:44,winter,20,2,12,Burning
Brazil,Santo André,Sector_2,-23.65108,-46.55835,1.0,345.9285740980216,32.61618374208953,0.19,75.53,1663.3008607353618,45.346,36.1,64,7.2,SW,81.34,492.78,1479.12,2065.0,2024-06-13 19:14:00,summer,19,3,6,Industrial
Bangladesh,Savār,Sector_1,23.85668,90.24701,5.0,48.381561393374,8.92,2.41,152.32,214.62117163579515,298.9386617577519,27.9,76,3.8,NE,363.43,1469.26,1032.0,5000.0,2024-04-14 09:34:00,spring,9,6,4,Agricultural
China,Beijing,City Center,40.190632,116.412144,5.0,301.9966353316435,34.67452398943961,29.93,0.0,1522.9237676177802,426.73,6.1,85,2.7,NE,1407.9,5000.0,5000.0,1138.0,2024-05-21 17:33:00,spring,17,1,5,Burning
Nigeria,Uyo,City Center,5.0322447,7.924791,1.0,241.0497445492469,17.75730513475921,0.09,24.52,2058.4081081074173,3.59,38.3,52,4.8,N,146.24,5000.0,5000.0,2915.0,2024-04-16 11:57:00,spring,11,1,4,Burning
Indonesia,Tegal,Sector_1,-6.87529,109.12395,1.0,3.96,0.76,0.19,56.9,106.84,10.12,34.9,74,3.8,N,90.94,5000.0,5000.0,5000.0,2024-03-02 17:57:00,spring,17,5,3,Natural
Indonesia,Bontang,Sector_1,0.13863,117.44773,1.0,7.6,6.65,1.05,22.31,446.06,7.72,37.4,53,2.1,N,84.51,5000.0,5000.0,5000.0,2024-07-11 08:44:00,summer,8,3,7,Vehicular
Indonesia,Samarinda,Sector_1,-0.46899,117.14932,1.0,5.91,3.15,1.49,20.75,218.36,6.76,23.5,98,0.71,N,131.76,5000.0,5000.0,5000.0,2025-12-17 21:19:45,winter,21,2,12,Natural
China,Luoyang,Sector_1,34.60644,112.43723,5.0,282.73,58.4825,25.94,12.31,1444.43,332.86,5.63,54,1.75,NW,211.02,5000.0,5000.0,5000.0,2025-12-17 20:14:39,winter,20,2,12,Vehicular
Russia,Stavropol,Sector_3,44.86298,43.41184,1.0,132.63503822696532,57.32362203258374,29.99267062143984,87.36,336.86,14.59,17.3,38,2.8,W,5000.0,422.0,5000.0,5000.0,2024-07-10 18:56:00,summer,18,2,7,Industrial
Brazil,Nova Iguaçu,Sector_4,-22.74475,-43.44506,1.0,7.07,0.11,0.15,75.18,124.77,23.36,36.9,66,3.9,SW,16.27,270.44,5000.0,5000.0,2024-06-21 18:55:00,summer,18,4,6,Natural
Bangladesh,Feni,Sector_3,23.02022,91.4274,5.0,183.01589941463016,32.925785168349854,3.07,104.69,2246.1286589756774,88.21,18.55,73,2.51,N,1169.34,5000.0,5000.0,2254.0,2025-12-17 21:57:58,winter,21,2,12,Burning
China,Dalian,City Center,38.9130495,121.6098013,3.0,18.87,22.67,20.75,25.9,118.81,34.21,5.9,100,1.2,S,5000.0,5000.0,5000.0,5000.0,2024-07-23 10:00:00,monsoon,10,1,7,Natural
USA,Dallas,City Center,32.7762719,-96.7968559,1.0,1.53,2.46,0.17,29.08,78.56,2.13,20.2,100,4.7,S,105.04,324.43,5000.0,1153.1,2024-08-23 16:28:00,monsoon,16,4,8,Natural
Nigeria,Ilora,Sector_1,7.78438,3.90376,2.0,6.52,1.98,1.32,23.91,208.74,12.46,39.9,59,3.8,SE,1496.97,5000.0,5000.0,5000.0,2024-08-18 17:44:00,monsoon,17,6,8,Natural
Pakistan,Larkana,Sector_4,27.59829,68.21211,5.0,79.37359721632458,6.42,3.13,208.7,337.7335655917104,219.68087064431316,32.3,10,3.9,SW,249.28,5000.0,647.0,5000.0,2024-06-17 13:19:00,summer,13,0,6,Agricultural
Indonesia,Yogyakarta,City Center,-7.9778384,110.3672257,1.0,0.9,0.11,0.1,30.24,34.9469,5.17,31.9,100,4.0,E,1563.19,5000.0,5000.0,5000.0,2024-08-03 14:23:00,monsoon,14,5,8,Natural
Russia,Naberezhnye Chelny,Sector_3,55.74938,52.36099,1.0,46.440423171912045,5.54,1.14,63.91,326.7456138112369,287.2464328823907,-0.5,85,1.7,NE,1376.84,5000.0,1343.0,5000.0,2024-03-07 09:54:00,summer,9,3,3,Agricultural
Nigeria,Nnewi,Sector_1,6.0268,6.89925,1.0,3.88,0.73,0.63,15.07,89.64,10.07,45.6,79,3.1,SE,33.16,5000.0,5000.0,5000.0,2024-09-06 15:14:00,monsoon,15,4,9,Natural
Pakistan,Peshawar,City Center,34.0123846,71.5787458,5.0,121.11,19.38,6.35,106.89,1206.43,177.58,15.14,67,0.265,NW,122.88,1536.27,1257.68,5000.0,2025-12-17 21:18:32,winter,21,2,12,Industrial
Nigeria,Lagos,Sector_2,6.45348,3.38427,1.0,178.4409332390665,18.484143075762592,0.09,51.95,1284.236370034596,16.17,45.1,46,5.3,N,47.27,914.02,5000.0,1791.0,2024-03-20 15:18:00,spring,15,2,3,Burning
Pakistan,Hafizabad,Sector_1,32.09803,73.6967,5.0,152.93701404141368,10.478396112924123,4.98,102.23,2212.1970958510574,600.0,32.7,10,2.4,W,305.53,5000.0,5000.0,2987.0,2024-07-17 18:20:00,summer,18,2,7,Burning
Germany,Augsburg,Sector_3,48.34423,10.92186,2.0,132.092548523024,41.905913012903824,21.181923216740493,92.57,275.472,1.82,10.0,91,2.4,NE,1770.8,1288.0,1304.34,1190.31,2024-04-10 11:04:00,spring,11,2,4,Industrial
India,Jaipur,City Center,26.9154576,75.8189817,5.0,131.18,19.9,7.99,125.54,564.92,173.83,17.6,45,0.265,N,93.26,5000.0,5000.0,5000.0,2025-12-17 20:20:23,winter,20,2,12,Vehicular
Nigeria,Sokoto,Sector_4,13.03375,5.29892,5.0,158.45,0.57,0.29,142.91,253.71,600.0,48.4,10,5.5,W,1584.46,5000.0,5000.0,5000.0,2024-06-22 15:09:00,summer,15,5,6,Agricultural
China,Shantou,Sector_2,23.31313,116.67697,3.0,62.05822246132286,2.98,7.69,190.5,274.46914854597856,236.17013350034145,38.7,39,2.7,SW,678.42,5000.0,2609.0,5000.0,2024-06-08 16:23:00,summer,16,5,6,Agricultural
Brazil,Aparecida de Goiânia,City Center,-16.8226769,-49.2452546,1.0,2.03,1.23,0.09,15.77,103.34,2.6,35.0,98,3.6,SE,24.09,5000.0,5000.0,5000.0,2024-08-04 14:10:00,monsoon,14,6,8,Natural
Brazil,Joinville,City Center,-26.3044898,-48.8486726,1.0,1.29,0.29,0.55,29.48,39.89,2.74,38.3,69,4.3,SE,26.11,154.96,5000.0,409.38,2024-08-05 10:59:00,monsoon,10,0,8,Natural
Brazil,Salvador,Sector_1,-13.02169,-38.46605,2.0,2.58,0.15,0.16,128.52,92.22,9.05,43.7,36,7.5,N,1019.07,5000.0,5000.0,5000.0,2024-06-18 08:54:00,summer,8,1,6,Natural
USA,Baltimore,Sector_2,39.28715,-76.55357,2.0,14.45,12.67,2.23,48.89,223.61,16.41,3.23,64,0.89,NW,4.5,110.92,5000.0,504.69,2025-12-17 21:21:39,winter,21,2,12,Natural
Russia,Ulyanovsk,City Center,54.3150278,48.403373,1.0,340.48157840308863,30.043754726088917,0.59,17.62,2151.873496474368,4.95,-2.77,91,1.11,NW,253.05,46.94,5000.0,1811.0,2025-12-17 20:21:43,winter,20,2,12,Industrial
Indonesia,Bandung,Sector_3,-6.90616,107.61136,1.0,263.81149358552,28.5516056668906,0.1,47.82,2123.0457051671383,8.05,33.4,92,1.7,NE,79.44,203.42,5000.0,566.0,2024-05-25 14:18:00,spring,14,5,5,Burning
Russia,Saratov,Sector_4,51.56488,46.05736,1.0,2.07,2.62,0.22,33.34,78.89,2.46,8.6,100,1.8,SE,457.07,181.35,5000.0,949.53,2024-08-13 17:39:00,monsoon,17,1,8,Natural
Nigeria,Ado Ekiti,Sector_1,7.59553,5.212,1.0,2.35,0.39,0.45,13.33,93.79,5.03,43.2,62,3.4,SE,715.21,5000.0,5000.0,5000.0,2024-08-10 19:36:00,monsoon,19,5,8,Natural
Brazil,Niterói,Sector_2,-22.87064,-43.1206,1.0,2.04,0.11,0.24,22.52,34.9469,8.8,30.7,100,6.8,S,342.63,434.32,5000.0,5000.0,2024-07-25 09:10:00,monsoon,9,3,7,Natural
Bangladesh,Sirajganj,Sector_1,24.45357,89.73347,5.0,292.97768018686713,15.205662626465037,3.38,67.73,890.8688465776879,256.88,33.3,63,4.1,N,1676.93,5000.0,5000.0,1943.0,2024-05-14 14:45:00,spring,14,1,5,Burning
Russia,Tula,Sector_2,54.20002,37.58237,2.0,142.18255994732772,38.64464240005032,25.54597708967069,104.82,273.85,8.12,13.6,78,3.2,SE,5000.0,2016.0,5000.0,5000.0,2024-08-12 10:02:00,summer,10,0,8,Industrial
India,Faridabad,Sector_2,28.42859,77.323,5.0,196.35,40.09,7.26,108.73,1417.36,350.06,34.2,10,3.5,SE,9.5,1521.72,5000.0,5000.0,2024-08-10 17:04:00,summer,17,5,8,Industrial
Bangladesh,Savār,City Center,23.8477,90.2587,5.0,113.54,11.27,3.71,78.07,643.58,127.58,20.01,77,2.06,N,42.59,652.12,5000.0,5000.0,2025-12-17 20:12:47,winter,20,2,12,Vehicular
Russia,Vladivostok,Sector_4,43.14033,131.87943,2.0,106.8499339534314,58.4825,23.815592564893976,82.92,183.79,5.38,-8.06,52,3.75,NW,1612.28,2221.0,5000.0,5000.0,2025-12-17 20:39:17,winter,20,2,12,Industrial
Bangladesh,Gaibandha,Sector_3,25.30121,89.56231,5.0,154.29,22.74,3.88,42.53,1004.81,180.48,19.33,56,2.94,N,1850.79,5000.0,5000.0,5000.0,2025-12-17 21:28:38,winter,21,2,12,Natural
Pakistan,Faisalabad,Sector_3,31.45187,73.07661,5.0,398.7,18.2,4.2,82.28,1857.48,501.57,20.34,18,2.06,NW,92.56,5000.0,5000.0,5000.0,2025-12-17 21:45:35,winter,21,2,12,Vehicular
Russia,Nizhny Novgorod,Sector_3,56.27293,43.8584,1.0,5.5,20.87,1.26,44.59,309.12,8.65,20.6,74,1.1,SW,1547.36,478.35,5000.0,5000.0,2024-08-29 12:51:00,summer,12,3,8,Natural
Indonesia,Surabaya,City Center,-7.2462836,112.7377674,1.0,136.44525979584026,30.29855189326514,0.24,44.13,1693.7099919641985,7.24,27.97,94,1.03,NW,80.02,333.57,5000.0,768.0,2025-12-17 21:39:10,winter,21,2,12,Industrial
Russia,Belgorod,Sector_3,50.55661,36.55589,2.0,20.73,15.16,6.35,28.09,406.97,23.98,18.5,83,4.2,SW,155.34,2253.09,5000.0,2026.71,2024-07-28 13:39:00,summer,13,6,7,Industrial
Brazil,Juiz de Fora,City Center,-21.7609533,-43.3501129,1.0,1.1,1.69,2.66,19.33,47.07,2.75,25.7,100,5.9,S,32.07,69.52,5000.0,5000.0,2024-07-17 18:43:00,monsoon,18,2,7,Natural
India,Howrah,City Center,22.5736296,88.3251045,5.0,64.31913707277579,6.08,17.51,194.04,272.050458022708,222.53929552771228,29.9,56,3.8,E,313.79,5000.0,162.0,5000.0,2024-04-20 09:33:00,summer,9,5,4,Agricultural
India,Hubli-Dharwad,Sector_3,15.32981,75.1814,3.0,40.95,5.29,1.67,105.93,324.88,63.0,33.1,55,4.8,E,36.26,5000.0,5000.0,5000.0,2024-04-28 08:32:00,spring,8,6,4,Agricultural
China,Zhongshan,Sector_2,22.5194,113.36941,5.0,68.19,16.84,29.93,61.43,419.0,86.52,26.7,68,3.6,SE,87.66,5000.0,5000.0,5000.0,2024-09-17 15:45:00,monsoon,15,1,9,Vehicular
Bangladesh,Saidpur,Sector_1,25.78168,88.86632,5.0,97.47397591948626,17.5,6.65,142.73,211.43238148180023,123.77489863312414,34.3,26,2.8,W,1287.61,1654.71,251.0,5000.0,2024-08-21 16:45:00,spring,16,2,8,Industrial
Pakistan,Jaranwala,Sector_1,31.31554,73.38992,5.0,145.3,13.12,3.27,51.97,1130.74,222.27,29.3,47,3.3,SE,348.71,5000.0,5000.0,5000.0,2024-08-12 08:17:00,monsoon,8,0,8,Vehicular
Nigeria,Jimeta,City Center,9.2780486,12.4528047,5.0,41.248740214974205,0.47,0.17,46.57,228.02806991237964,290.9731724486754,45.7,35,3.3,SE,93.13,5000.0,231.0,5000.0,2024-09-18 12:45:00,summer,12,2,9,Agricultural
Germany,Freiburg,Sector_3,47.99848,7.78452,2.0,53.94,37.704,2.82,24.47,1152.576,51.296,28.2,56,2.4,SW,574.74,1358.8,162.83,794.4,2024-08-24 17:19:00,summer,17,5,8,Industrial
India,Nashik,City Center,20.0112475,73.7902364,5.0,179.62,31.77,29.93,126.03,1113.2,212.88,21.01,38,2.21,NW,43.65,388.16,814.74,5000.0,2025-12-17 20:42:45,winter,20,2,12,Industrial
Indonesia,Sukabumi,Sector_2,-7.03513,106.73644,1.0,2.87,0.11,0.1,51.31,92.87,8.39,28.3,86,2.3,NE,5000.0,5000.0,5000.0,5000.0,2024-05-12 13:30:00,spring,13,6,5,Natural
China,Ürümqi,City Center,43.8244074,87.6139038,3.0,74.03999999999999,31.404,3.86,61.11,502.624,133.756,13.0,46,5.7,SW,163.7,1593.22,1711.97,5000.0,2024-08-26 15:07:00,summer,15,0,8,Industrial
Brazil,Teresina,Sector_3,-5.09523,-42.83745,1.0,1.48,0.65,0.09,28.15,159.1,1.72,29.88,70,2.57,NW,25.23,196.44,5000.0,132.11,2025-12-17 20:27:16,winter,20,2,12,Natural
China,Changchun,Sector_4,43.85506,125.29107,5.0,104.05,58.4825,29.93,7.29,1505.64,115.33,6.3,39,3.0,SW,83.97,5000.0,5000.0,5000.0,2024-06-09 19:05:00,summer,19,6,6,Vehicular
Nigeria,Umuahia,Sector_1,5.54155,7.47039,1.0,8.43,0.66,0.41,31.12,339.568,13.929999999999998,39.5,16,2.2,NE,689.62,428.41,996.41,5000.0,2024-03-15 11:44:00,spring,11,4,3,Natural
Russia,Tula,Sector_4,54.16437,37.62997,2.0,8.805,3.588,0.71,62.12,255.296,10.164,2.9,85,2.6,E,293.49,229.66,2231.2,2388.68,2024-03-23 12:18:00,spring,12,5,3,Natural
China,Dongguan,City Center,23.0183568,113.7452332,5.0,140.02,58.4825,29.93,32.13,958.4,175.19,20.42,48,1.9,NW,79.11,5000.0,5000.0,5000.0,2025-12-17 20:16:52,winter,20,2,12,Vehicular
Indonesia,Tegal,City Center,-6.8674488,109.1378271,1.0,3.12,0.89,0.18,59.73,124.64,10.6,35.8,78,3.7,N,74.58,5000.0,5000.0,5000.0,2024-05-25 18:38:00,spring,18,5,5,Natural
Brazil,Niterói,Sector_3,-22.86567,-43.12125,1.0,4.91,0.11,0.23,44.42,72.84,18.86,23.59,73,4.63,N,616.27,297.02,5000.0,5000.0,2025-12-17 21:34:06,winter,21,2,12,Natural
Russia,Samara,Sector_1,53.18677,50.0499,1.0,8.28,10.57,0.81,28.42,320.06,12.75,15.8,74,2.3,SW,5000.0,5000.0,5000.0,5000.0,2024-06-10 19:47:00,summer,19,0,6,Natural
Germany,Gelsenkirchen,Sector_1,51.5075,7.16171,1.0,2.6,9.2,0.57,28.3,96.65,3.28,17.8,100,0.7,SE,258.08,551.85,1162.05,726.01,2024-07-31 15:01:00,monsoon,15,2,7,Natural
Russia,Barnaul,Sector_4,53.37491,83.80204,1.0,0.88,6.1,5.94,122.14,203.02,0.7,-0.2,52,6.8,N,247.46,442.23,5000.0,1144.12,2024-07-31 08:37:00,summer,8,2,7,Industrial
China,Quanzhou,Sector_2,25.19136,118.31885,3.0,37.6,14.75,18.92,78.8,293.76,55.19,16.29,79,1.06,NW,738.46,5000.0,5000.0,5000.0,2025-12-17 20:02:58,winter,20,2,12,Natural
Brazil,Betim,Sector_4,-19.97287,-44.18498,1.0,2.01,0.6,0.46,35.17,82.33,3.29,36.7,100,3.8,E,48.56,101.53,5000.0,1602.3,2024-08-17 19:26:00,monsoon,19,5,8,Natural
Germany,Erfurt,Sector_4,50.96814,11.03986,3.0,58.665,37.716,1.81,7.9,650.9920000000001,80.738,16.7,72,3.4,NE,198.0,685.51,2246.91,99.48,2024-03-15 11:13:00,spring,11,4,3,Industrial
Nigeria,Abuja,City Center,9.0643305,7.4892974,5.0,45.37560560327407,0.91,0.31,137.85,331.0421376212855,210.6397994213138,47.3,10,3.5,SW,85.25,93.06,2868.0,5000.0,2024-07-29 08:29:00,spring,8,0,7,Agricultural
USA,Milwaukee,Sector_4,43.03048,-87.87786,2.0,1.15,6.91,0.6,37.26,77.85,1.32,9.3,100,5.6,SE,2518.43,5000.0,5000.0,5000.0,2024-09-22 12:34:00,monsoon,12,6,9,Natural
Germany,Mannheim,Sector_4,49.46985,8.52901,2.0,281.1749810957193,12.158011783983325,1.68,39.75,2244.936245984178,19.17,5.32,91,1.03,W,836.35,1442.42,35.47,2690.0,2025-12-17 20:44:02,winter,20,2,12,Burning
Bangladesh,Barisal,Sector_2,22.50407,90.34827,5.0,48.17,0.87,5.55,69.66,211.49,60.28,24.2,90,3.5,SE,591.57,5000.0,5000.0,5000.0,2024-09-17 19:05:00,monsoon,19,1,9,Natural
India,Madurai,Sector_3,9.93493,78.07773,1.0,89.551925294906,19.81,3.24,44.13,396.8508437269625,219.6973682919333,41.9,43,5.5,SE,31.58,5000.0,2445.0,5000.0,2024-08-26 15:43:00,summer,15,0,8,Burning
Pakistan,Rahim Yar Khan,Sector_2,28.4474,70.3254,5.0,168.99,1.68,9.32,103.69,705.49,228.93,32.4,29,4.6,SE,147.84,5000.0,5000.0,5000.0,2024-08-06 09:41:00,monsoon,9,1,8,Vehicular
Brazil,São Vicente,Sector_2,-23.99028,-46.39517,1.0,1.21,0.11,0.19,27.0,34.9469,8.13,30.6,100,2.5,SE,493.85,5000.0,5000.0,5000.0,2024-08-22 14:32:00,monsoon,14,3,8,Natural
Indonesia,Surabaya,Sector_2,-7.23057,112.74425,1.0,125.7319690882196,22.827366929758952,0.19,57.83,1621.4310844949368,10.89,37.0,86,1.2,NE,75.36,13.26,5000.0,1663.0,2024-05-28 16:22:00,spring,16,1,5,Burning
Bangladesh,Kurigram,Sector_1,25.77057,89.62695,5.0,105.55,18.65,2.26,49.74,796.27,124.46,19.86,51,2.64,W,166.75,5000.0,5000.0,5000.0,2025-12-17 21:26:27,winter,21,2,12,Vehicular
Pakistan,Wah Cantonment,City Center,33.7708032,72.7518954,5.0,119.21997666339584,58.4825,29.99267062143984,132.03,1408.32,402.72,30.1,10,1.9,SW,82.66,1531.0,5000.0,5000.0,2024-07-30 16:45:00,summer,16,1,7,Industrial
Russia,Stavropol,City Center,44.8632577,43.4406913,1.0,3.44,7.44,2.09,25.67,93.46,3.86,6.0,100,3.0,SE,5000.0,5000.0,5000.0,5000.0,2024-07-02 13:19:00,monsoon,13,1,7,Natural
India,Hyderabad,Sector_2,17.39344,78.49733,5.0,103.58,7.98,7.01,97.65,390.62,111.75,19.23,59,2.57,NW,36.2,1102.8,1561.88,5000.0,2025-12-17 20:31:07,winter,20,2,12,Industrial
Russia,Moscow,Sector_1,55.63514,37.55245,2.0,2.11,2.1,0.56,53.58,83.38,2.12,8.4,94,4.7,S,978.38,1377.12,5000.0,1218.87,2024-07-02 13:07:00,monsoon,13,1,7,Natural
Bangladesh,Comilla,City Center,23.4628834,91.1827987,5.0,34.47,4.31,2.13,53.84,250.11,56.99,27.7,100,4.9,S,92.18,1602.92,5000.0,5000.0,2024-07-02 15:28:00,monsoon,15,1,7,Natural
