Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,19,4,0,Hazardous
34.9,96.2,48.5,66.5,29,15.2,2.4,6,569,17,1,11,Poor
28,76.6,24.8,35.9,28.1,13.4,1.53,7.4,440,41,0,15,Moderate
27,92.6,9.9,20.1,24.3,11.1,1.19,6.2,453,37,2,11,Moderate
24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,370,36,0,2,Good
34,63.3,3,23.6,28.6,14.2,2.07,10.1,548,36,3,4,Poor
25.7,69.3,64.5,78.8,26.5,10.3,1.87,12.2,579,29,3,10,Poor
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,501,21,2,5,Good
22.1,50.4,4,11.5,14.3,9.7,0.95,13.6,466,30,4,3,Good
29.6,44.2,24.7,27.3,27.5,7.7,1.01,10.5,315,23,0,5,Good
38.8,90.1,63.2,69.5,44.7,23.5,2.35,3.5,771,39,4,1,Hazardous
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5,437,28,1,5,Moderate
26.6,54.5,3.9,10.3,24.2,5.5,1.09,10.3,580,21,2,1,Good
35.5,84.7,9.4,20,25.3,14.9,1.55,6.7,626,26,1,8,Moderate
37.1,72.4,60.3,68.4,35.5,14,2.17,3.4,580,34,1,2,Poor
35.4,65,22.6,46.2,37.5,23,2.01,3.7,509,24,4,6,Poor
42.2,66,33.3,51.4,48,12.8,2.54,3.6,709,21,0,4,Hazardous
24.7,79.4,5.9,9,19.3,0.7,0.91,10.6,219,32,0,7,Good
28.7,63.6,4.2,10.2,20.8,3.2,0.92,11.6,487,32,3,9,Good
20.8,68,7.4,11.4,10.6,7.4,0.95,10.8,316,24,1,7,Good
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,385,25,2,3,Good
34.4,85,31.7,53.6,50.5,35.4,2.5,3.8,822,32,1,3,Hazardous
19.4,70.6,8.2,14.2,21.1,0.4,0.99,10.2,262,15,2,15,Good
26,68.3,7.8,13.9,11.7,2.7,0.99,12.3,307,15,3,9,Good
50.3,97.4,17.5,38.7,46.5,32.9,2.49,4.8,588,22,3,5,Hazardous
20.5,80,1,3.2,23.6,2.8,0.91,13.4,276,27,1,3,Good
36.7,75.1,19.7,40.7,38.1,26.6,2.67,11.5,875,33,1,0,Hazardous
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,44,1,10,Good
34,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,38,2,3,Moderate
37,93.9,17,34.1,33.3,11.4,1.86,3.1,684,28,2,10,Hazardous
29.2,60.6,1.7,16,32.7,13.3,1.91,7.2,637,29,4,9,Moderate
23.1,43.1,4.1,7.9,22.7,8,1.03,10.1,499,19,4,11,Good
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,29,4,9,Good
26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,27,2,5,Good
24,56.9,2.9,6.9,13,8.2,1.14,11.3,360,33,2,6,Good
24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544,21,0,6,Good
25.3,77,4.6,11.2,20.1,6.4,1.03,11.3,282,35,2,4,Good
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,45,1,0,Moderate
44,80.4,18,29.5,27.9,8.5,2.12,4.1,685,28,2,0,Poor
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,34,2,9,Good
30.8,47.7,11,16.4,25.7,5.5,1.11,10.1,332,36,1,5,Good
22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447,25,5,9,Good
43.3,59.3,62.2,74.7,33,19.2,2.44,3.6,801,32,1,4,Poor
26.7,54.1,4.7,16.1,21,6.3,1.24,5.7,613,30,3,5,Moderate
27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,249,30,2,9,Good
26.3,47.2,3,5.5,24.7,0.7,1.08,10.7,368,22,3,12,Good
38.1,61.3,8.5,27.1,21.9,13,1.61,5.5,343,30,4,4,Moderate
44.8,113,30.2,52,41.5,23.3,2.53,3.3,677,34,1,1,Hazardous
26.6,55.2,9.7,11.1,23.5,15.7,1.87,7.1,576,44,0,10,Moderate
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,39,4,4,Poor
30.6,72.5,7.3,12.3,28.1,10,1.68,5.4,555,51,3,4,Moderate
33.4,86.5,169.2,194.7,48.7,4.6,2.36,6.5,737,22,1,4,Poor
27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422,38,2,3,Moderate
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,31,4,9,Moderate
23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,412,51,3,0,Good
39,87.2,32.8,43.8,29.9,9,1.03,7.6,482,21,1,6,Moderate
33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523,21,0,6,Moderate
40.6,85.2,31.6,44.8,30.5,19,2.66,4.5,554,24,4,3,Poor
21.8,53.6,1.9,13.1,20.8,9,1.43,5,309,8,1,12,Moderate
27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,465,24,1,9,Moderate
31.3,65.1,26,33.8,27.3,22,2.01,4.4,631,22,3,4,Poor
29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,295,31,3,5,Moderate
30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,393,33,2,9,Moderate
36.6,68.4,28.3,42.4,44.2,6.6,2.11,3.8,726,48,0,6,Poor
28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,39,3,11,Good
42.1,87,83.5,97.7,42.5,5.3,2.18,11.6,712,24,1,8,Poor
25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,293,21,1,7,Good
35.9,98.2,11.4,18.9,54.1,32.5,2.71,3.9,560,34,2,6,Hazardous
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,16,1,18,Poor
41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,713,48,1,1,Poor
25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,354,41,2,1,Good
24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,25,1,5,Good
24.8,58.3,13.8,19.1,14.5,9.5,1,12.2,437,12,3,11,Good
27.6,73,9.8,18.7,29.8,19.9,1.62,4.6,705,43,1,0,Poor
32.4,80.4,36.4,52.2,36.8,21.1,1.76,9,643,28,1,0,Poor
34.4,72.7,26.3,39.6,29.3,14.9,1.51,9,439,42,4,4,Moderate
27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,441,14,1,14,Good
41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,497,24,3,6,Poor
30.2,61,21.4,31.3,18.7,7.4,1.48,6.9,638,30,1,1,Moderate
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,30,0,9,Good
40.3,89.3,193.1,212.6,39,18.2,2.32,10.2,758,25,3,12,Hazardous
24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,36,1,3,Poor
28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,572,19,0,7,Moderate
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375,28,3,6,Good
24.4,48.1,14.8,19.8,24.5,4.3,0.87,12,381,31,1,8,Good
27.4,44.7,12.7,22.1,22,8.7,1.18,5.8,363,35,1,4,Moderate
32.8,90.8,3.6,15,33.4,25.2,1.6,4,643,37,4,8,Poor
36.6,49.9,2,14.5,30.5,9.1,1.29,5.4,565,18,2,9,Moderate
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421,14,3,8,Moderate
31,76,64.6,88.8,43.9,4.1,2.35,4.9,804,42,2,0,Poor
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4,445,33,1,0,Poor
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,22,0,3,Moderate
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,45,2,7,Good
33,56.9,17.9,20.6,33.1,7,1.84,5.6,606,31,0,8,Moderate
20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520,41,3,1,Good
25.7,42,10,17.4,22.7,7.2,1.16,10.4,384,30,1,7,Good
30,87.5,33.8,43.1,28.7,12.2,1.63,6.3,561,50,0,9,Moderate
23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,47,1,8,Good
21.2,64,0.8,7.1,15.7,4.7,0.87,13.1,456,27,1,4,Good
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,39,4,4,Good
21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,36,3,0,Good
23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,43,3,12,Good
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3,787,20,1,7,Hazardous
37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640,36,2,0,Poor
32.9,110.4,20.8,40.4,32,25.8,2.5,5,775,40,3,10,Hazardous
32.9,63.2,13.1,24,23.1,4.1,1.32,11.1,522,12,3,8,Moderate
32.5,55.7,5.6,10.7,26,12.7,1.54,5.7,298,18,4,10,Moderate
37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,506,9,0,3,Poor
24,45.4,0.8,6.6,13.5,5,1.11,12.1,603,27,0,4,Good
33.1,69,6.8,15,36.9,15,1.55,3.7,712,37,3,2,Poor
33.6,46.6,4.1,9.1,21,5.8,0.92,13.8,204,45,2,14,Good
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520,30,1,3,Good
32,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,46,1,2,Moderate
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,16,1,3,Good
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,12,3,4,Good
29.7,75.5,27.5,33,23.8,8.2,1.32,7.3,554,29,1,12,Moderate
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,33,0,7,Moderate
36.2,95,9.8,31.8,34.3,24.1,2.12,6.9,681,29,1,10,Poor
20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,9,5,7,Good
26.4,58.4,10.6,15.2,26.4,6.8,1,10,350,29,1,5,Good
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560,16,0,1,Good
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,36,3,12,Good
41.3,82.5,51.7,59.3,29.5,8,1.61,5.3,479,33,2,9,Moderate
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,20,1,10,Good
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257,24,1,9,Good
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,19,4,3,Good
38.3,86.8,38,50.8,22.5,7.1,1.41,5.4,311,29,1,7,Moderate
24.2,58.2,35.6,39.3,16.7,5,0.92,10.6,360,39,2,10,Good
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,20,2,9,Poor
16.4,46.2,16.8,20.2,16,1.6,0.8,14.4,189,35,1,6,Good
31.1,75.3,1.5,4.9,21.1,2,1.14,10.5,337,24,4,13,Good
27.8,94,44.7,59.3,29.8,12.5,1.46,5.7,687,22,1,8,Moderate
26.5,59.9,92.7,98,25.4,-0.5,0.92,11.6,485,28,0,11,Good
22,69.7,32,34.7,28.9,3.8,1.21,10.6,239,19,2,6,Good
40.1,61.7,2.3,17,31.4,21.5,2.13,4.8,788,24,0,4,Poor
24.1,70.9,5,9.7,17.4,2.2,0.97,13.7,366,18,3,9,Good
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,49,0,8,Moderate
31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,670,30,5,7,Hazardous
33.2,76,78.8,87.1,27.7,13.1,1.36,9,679,23,3,2,Moderate
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,32,1,10,Moderate
24.1,43.5,0,5.1,13.8,5.2,0.91,11.8,399,28,2,2,Good
27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,645,27,2,9,Hazardous
27.7,54,17.6,23.2,24.6,11.1,1.27,7.8,638,36,2,1,Moderate
29.2,60.8,28.6,47.1,32.4,25,1.41,4.9,611,37,1,2,Poor
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,24,4,7,Good
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,24,1,8,Moderate
27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,536,27,4,6,Good
39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,6,0,3,Moderate
25,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,269,14,2,10,Good
24.3,67.2,7.3,11.5,24.4,4,1.14,11.3,277,43,2,6,Good
38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,707,46,1,6,Poor
22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,27,4,5,Moderate
24,57.3,0,4.7,28.2,5.7,0.89,10.9,442,35,2,3,Good
31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,33,4,10,Hazardous
33.7,98.2,51.8,64.9,35.3,8.9,2.29,6.4,685,60,2,3,Poor
22.3,74.3,6.5,10.9,20.7,7.6,0.92,13,210,41,3,12,Good
27,45.8,1.7,6,13,6.9,0.92,10.9,233,28,3,2,Good
23.5,66.6,13.7,20,20.2,5.9,0.77,11.3,347,20,1,7,Good
37,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430,13,0,6,Moderate
21,90,57.9,74,19.4,17.1,1.93,3.7,498,32,1,5,Poor
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,22,2,8,Good
27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,15,2,9,Moderate
32.3,63.1,3,12.2,18.1,12.3,1.36,10.4,314,23,4,8,Moderate
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,19,1,1,Moderate
27.5,88.9,40.1,68,32.1,13.8,2.25,4.8,413,46,3,1,Poor
36.7,103.1,7.3,25.2,52.7,14.7,2.52,2.6,594,38,4,1,Hazardous
23.6,51.9,11,13.6,27.9,4.3,1.2,12.1,474,29,4,5,Good
23.1,67.4,11.5,26.7,18,10.9,1.83,6.5,332,44,1,14,Moderate
29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629,30,2,5,Poor
23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329,21,3,14,Good
30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506,45,0,5,Moderate
21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289,35,1,6,Good
24.4,48.1,21.9,29.7,11.1,12.7,0.97,10.6,572,19,2,8,Good
32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448,28,3,4,Poor
34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,21,2,6,Poor
35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419,16,1,0,Poor
25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,39,1,2,Moderate
39.3,84.6,69.1,91.7,32.7,16.5,1.85,4.3,513,49,0,0,Poor
29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,16,2,8,Good
25.4,72.7,11.9,15.3,20.6,8.3,1.46,6.8,503,35,2,0,Moderate
18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691,23,1,11,Poor
34.1,53.4,31.9,44.3,28.7,16.6,1.54,7.5,622,25,2,7,Moderate
28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376,24,3,9,Good
31.7,58.9,36.2,39.9,20.5,5.7,0.94,14,565,21,2,3,Good
40.1,62.1,47.7,67.7,31.6,-4.1,2.54,4.9,570,30,2,1,Poor
35.4,120.5,47.7,61.2,49.3,24.2,2.36,5.2,662,21,3,4,Hazardous
31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565,32,2,10,Moderate
26.2,51.7,3.5,9,27.6,5.7,0.98,10.1,542,29,2,14,Good
44.3,59.3,6,17.3,28.9,10.5,1.79,5.1,643,27,1,8,Poor
44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,20,4,0,Hazardous
25.9,79.1,16.3,22,18.4,2.7,0.9,10.3,387,24,5,2,Good
24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529,37,1,0,Moderate
22.8,73,0.6,5.4,24.1,4.2,0.87,10.6,381,35,1,5,Good
32.1,80.3,13.7,28.6,37,14.9,1.76,4.7,807,20,4,4,Poor
26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509,30,2,5,Moderate
35.7,94.8,13.5,38.4,33.2,11,1.65,3.9,749,37,4,1,Poor
28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289,13,3,1,Good
24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,35,2,6,Good
31.8,90.8,11,19.1,35.1,8.3,2.1,4.2,513,23,2,7,Poor
27.4,82.9,13.2,31.2,25.9,9.7,1.23,6,539,35,0,1,Moderate
27.7,51.1,16.1,20.2,26,6,0.99,10.6,562,22,2,7,Good
33.6,84.2,186.7,209.8,36.8,13.4,2.57,5.8,879,11,0,9,Hazardous
32.7,63.2,34.4,39.6,28.8,11,1.54,7.2,296,13,4,0,Moderate
39.3,92.3,16,36.1,51.6,23.9,2.3,7.3,476,30,3,12,Hazardous
33.7,82.4,2.1,9.9,26.7,15,1.51,8.8,407,32,3,8,Moderate
46.1,105.2,56.5,70,22.8,25.6,2.41,6.8,524,20,0,9,Hazardous
21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,36,4,1,Good
24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,13,2,9,Good
24.5,63.2,2,8.7,22.9,5,1.07,12.3,561,29,1,9,Good
31,66.8,8.7,16.8,25,22.1,1.4,5.9,798,17,1,3,Poor
17,78.5,19.2,23.3,14.8,0.6,1.07,13,501,23,3,9,Good
35.7,80.2,35,45.9,32,9.3,1.59,5.5,531,30,2,5,Moderate
20.1,66,1,3.5,17,2.6,1.02,10.6,573,21,1,3,Good
26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415,26,2,5,Moderate
32.7,88.6,21.4,45,28.7,11.7,1.96,6,482,40,1,6,Poor
39,89.4,55.3,80.7,45.1,6.7,1.83,9.2,792,24,2,4,Poor
20.3,64.8,37.3,42.7,21.4,3.2,1.03,10,335,38,3,2,Good
33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531,18,2,7,Moderate
24.7,79.4,36.3,47.9,21,9.9,1.67,10.3,549,35,1,8,Moderate
32.6,87,13.2,31.4,27.2,14.7,1.61,6.1,331,44,0,6,Moderate
24.9,76,32.1,41.6,16.2,17.7,1.49,6,612,5,0,0,Moderate
34.5,105.1,7.5,31.7,54.9,18.4,2.99,5.2,561,22,1,3,Hazardous
27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,35,2,2,Good
27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407,27,2,12,Good
36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495,33,2,6,Moderate
38.5,96.6,1,29,56.8,25.8,3.02,5.7,571,23,1,4,Hazardous
33.9,78.3,16.5,31.2,30.4,19.8,1.73,4,411,30,1,3,Poor
26.3,70.5,5.7,18.9,31.5,11.7,1.24,5.4,645,28,2,5,Moderate
33.2,92.5,20,35.6,37.4,6.9,1.62,4.1,655,41,0,9,Poor
26,85.9,0.6,12.5,25,6.1,2,6.5,544,32,1,0,Moderate
35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438,33,3,6,Poor
25.1,61.9,10.8,17,13.3,1.1,0.87,10.7,401,25,0,3,Good
34.3,77.6,6.9,14.1,29.1,17,1.87,5.4,694,25,0,7,Poor
33.3,92.2,5,25.3,29.8,19.7,1.41,3.9,494,25,1,9,Poor
26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282,33,1,3,Good
28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,25,0,0,Moderate
38,70,108.8,132.1,23.3,21.9,2.28,8.1,616,32,2,4,Poor
38.2,69.1,37.4,49.4,21.7,10,1.82,5.1,540,50,2,11,Moderate
31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,38,2,9,Poor
25.2,62.9,4.1,12.3,27.6,8.4,1.03,10.9,276,26,0,4,Good
40.4,101.8,40.1,55.1,29.8,2.7,2.18,4.1,446,42,3,3,Poor
23.9,54.6,0.8,5.8,18,-0.6,0.92,13.2,363,25,0,3,Good
28.4,73.5,11.6,33,37.6,20.2,1.56,7.7,642,9,2,0,Poor
27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560,19,3,9,Good
31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,11,4,9,Good
27.6,69.8,16.8,30,27.7,8.9,1.74,12.2,564,26,2,4,Moderate
23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385,30,2,3,Good
40.9,76.9,153.9,176.5,37.4,18.5,3.4,5.3,821,46,1,3,Hazardous
35,72.8,74.5,92.2,38.8,19.9,2.27,3,623,33,4,4,Hazardous
29.5,60.6,1,18.5,26.1,7.5,1.55,8.9,438,27,3,3,Moderate
25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551,38,3,5,Moderate
34.9,78.5,2.8,19.1,29.1,17.8,1.47,6,534,7,2,9,Moderate
25.7,68.7,12.4,16.9,10,6,1.24,10.3,470,32,1,8,Good
29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536,37,3,2,Good
28.5,63.1,7,11.9,31,11.7,1.28,7.6,663,15,1,6,Moderate
30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,41,0,8,Moderate
24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,33,3,2,Good
25.9,63.5,15.9,23.5,29.6,11.2,1.44,6,394,25,2,6,Moderate
28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238,36,3,10,Good
24.5,70.4,2.2,9,10.9,5.1,0.94,14.6,228,52,3,5,Good
24.3,77.6,16.9,29,34.7,8.9,1.22,9,316,31,0,0,Moderate
38.9,61.8,28.1,52.2,48.8,22.7,2.19,5.6,538,32,3,0,Poor
29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,25,2,7,Moderate
34.1,76.7,3.5,10.5,21.9,3.9,1.23,10.4,299,21,2,6,Good
36.6,97.4,13.3,31.4,28.7,28.5,2.04,3.4,678,38,3,6,Poor
21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,21,1,7,Good
28.6,84.4,17.7,33.8,34.3,21.7,2.42,4,712,30,1,0,Poor
32.8,74,10.1,15.5,26.7,5.7,0.85,11.2,199,25,2,2,Good
38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648,34,1,7,Moderate
31.7,70,8.4,19.9,24.7,9.8,1.35,6.7,438,33,0,8,Moderate
37.3,77.6,20,22.4,30,14.8,1.92,4.5,516,40,2,4,Poor
24,64.7,6.5,10.9,18.4,1.9,1,10.6,455,24,4,0,Good
28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213,27,2,7,Good
27.8,76.1,1.9,10.1,39.1,4.5,1.97,5.6,479,20,0,6,Moderate
39.8,82,14.1,22.2,32.7,12.8,1.26,5.3,457,25,1,1,Moderate
30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494,33,5,0,Moderate
36.5,90.3,5.1,31.6,27.9,10.5,2.12,5.1,630,37,4,8,Poor
32.6,64.2,48.1,51.6,30.2,15.1,1.54,5.7,355,20,4,3,Moderate
29.6,88.9,16.3,23.7,18.7,9.6,1.37,6.9,498,38,4,6,Moderate
35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,43,3,6,Poor
23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299,34,2,1,Moderate
37.2,98.9,37.7,57.5,54.3,30.6,2.45,5.1,572,48,1,7,Hazardous
18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,22,1,2,Good
32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536,17,1,0,Good
32.8,71.6,23.3,30.3,23.4,16.8,1.75,7.4,632,12,0,0,Moderate
24.4,53.9,8,13.3,17,5.3,0.84,10.8,335,44,1,5,Good
21.9,74,14.4,19.4,17.5,4.3,1.07,10.1,483,36,4,12,Good
30.4,60.3,11.3,11.9,24.9,3.7,1.44,6.7,635,29,0,6,Moderate
45.9,84.1,40,58.3,42,25.9,1.94,2.6,951,32,1,13,Hazardous
31,42,8.4,12.3,15.1,7.3,0.88,11.8,594,18,3,11,Good
27.4,79.5,27.5,31.7,31,11.2,1.35,5.3,367,54,1,8,Moderate
34.1,80,14.6,22.3,26.1,16.2,1.7,5.7,321,31,2,12,Moderate
31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494,31,1,11,Moderate
28.7,66.8,7.3,15,17.2,15.1,1.28,5.6,593,37,2,10,Moderate
29.9,46.2,5.9,12.2,13.3,4.7,0.99,10,377,34,3,0,Good
30.8,66.2,25.8,28.9,18.1,6.8,1,5.2,603,32,1,5,Moderate
26.4,66,3.5,14.4,23.7,7,1.74,5,511,22,5,3,Moderate
25.2,85.8,47.2,55.6,25.4,11.5,1.35,7.8,337,34,5,10,Moderate
19.7,68,4.7,8.4,24.8,5.5,0.77,10.6,297,48,1,4,Good
25.4,77.4,4.4,16.3,23.9,11.2,1.5,5.6,652,43,0,13,Moderate
28.8,82.8,25.1,43.8,25.7,25.7,1.85,4.2,623,45,1,6,Poor
19.7,42.8,13.1,20.8,21.3,3.5,0.96,11.3,452,24,3,5,Good
30.2,86.5,6.2,20.8,35.9,18.1,2.03,4.8,420,20,1,4,Poor
23.6,42.9,24.6,27.4,21.3,6.7,0.88,10.9,562,28,0,5,Good
31,73.1,23.4,32.4,31.7,12.9,1.57,6.1,464,30,3,7,Moderate
24.1,61,10.3,15.5,20,4.1,0.94,14.3,203,40,2,5,Good
32.5,75,55.6,61,29.6,9.7,1.7,5.8,455,13,0,4,Poor
36.2,71.8,65.2,79.4,16.6,25.8,3.29,4.6,493,45,0,4,Hazardous
27.9,65.4,88.9,96.5,35.9,11.4,1.99,8.2,718,28,1,13,Poor
21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423,25,2,13,Good
29.3,79.8,3.9,13.9,21.9,6.4,1.72,7,337,19,1,4,Moderate
28.3,64.4,5.8,11.8,20.5,4,0.98,11.6,485,13,0,9,Good
23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364,38,3,2,Good
26.1,73.1,65.9,69,30.2,11.2,1.6,5.7,529,30,0,4,Moderate
39.1,85.2,7.1,27.9,35.5,8.9,2.21,3.8,622,17,2,1,Poor
36.9,106.5,23.1,34.7,37.4,24.3,2.3,2.7,726,17,1,10,Hazardous
33.4,69.8,5.8,14.5,38.2,8.4,1.66,12,444,26,1,7,Poor
24.3,74.5,2.4,8.1,26,7.9,1.09,12.8,329,46,3,8,Good
30.7,80.5,19.9,34.2,19.9,8.4,1.43,6.8,527,27,2,9,Moderate
24,56.3,89.6,98.3,24.6,10.8,1.14,5.4,538,14,3,2,Moderate
26.8,50.5,3.5,7.3,12.3,4.8,1.15,12.3,262,27,3,4,Good
30.9,78.3,10.5,24,35.2,15.4,1.35,11.6,326,27,5,7,Moderate
25.8,70.1,7.1,10.7,26.5,4.1,0.94,11.2,344,3,2,4,Good
29.3,67.6,11.4,16.8,26.7,9.1,0.83,10.9,488,29,0,6,Good
33.2,67.6,28,36.5,30.3,19,1.99,3.8,571,27,1,2,Poor
