Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,roads,dump_sites,agricultural_fields,wind_speed,wind_direction,Air Quality
38.7,71.9,5.4,31.0,50.3,15.6,2.81,6.4,25.0,3.0,4.0,0.4,355.0,Hazardous
32.4,83.3,2.3,18.4,30.9,15.1,1.54,5.0,23.0,1.0,7.0,0.4,355.0,Moderate
26.7,71.3,6.2,12.7,23.6,5.9,1.04,11.1,47.0,2.0,2.0,0.3,355.0,Good
50.9,79.9,22.5,52.0,38.2,9.0,2.65,8.4,34.0,3.0,2.0,0.4,355.0,Hazardous
34.7,88.9,8.9,16.1,33.3,8.5,1.19,6.0,17.0,1.0,0.0,0.4,355.0,Moderate
33.5,56.1,0.1,8.8,31.2,5.7,1.41,5.6,39.0,0.0,14.0,0.3,355.0,Moderate
26.0,54.9,16.6,22.4,21.3,7.0,1.02,12.2,51.0,2.0,6.0,0.5,355.0,Good
28.2,68.1,7.2,9.1,20.8,4.7,1.07,10.2,40.0,3.0,10.0,0.4,355.0,Good
23.4,42.5,1.9,6.4,20.6,4.3,1.19,11.3,14.0,2.0,1.0,0.3,355.0,Good
25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,25.0,3.0,5.0,0.3,355.0,Good
22.5,41.5,0.3,7.1,17.3,3.2,1.01,11.4,42.0,0.0,8.0,0.4,355.0,Good
33.5,75.7,2.3,18.1,29.4,10.1,1.45,6.0,22.0,2.0,11.0,0.4,355.0,Moderate
47.2,78.4,17.9,46.0,42.9,21.1,2.36,2.8,34.0,4.0,3.0,0.5,355.0,Hazardous
35.8,60.1,2.9,13.9,22.2,14.5,1.59,7.7,37.0,4.0,4.0,0.5,355.0,Moderate
29.5,72.7,9.3,25.0,21.2,9.7,1.59,7.5,20.0,2.0,2.0,0.3,355.0,Moderate
31.7,47.3,1.2,6.9,11.5,5.5,1.18,15.7,29.0,2.0,5.0,0.4,355.0,Good
21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,0.0,1.0,1.0,0.5,355.0,Good
40.0,66.1,21.7,41.3,28.1,2.7,1.66,5.9,19.0,1.0,0.0,0.4,355.0,Poor
39.1,82.4,24.3,49.8,28.2,11.5,2.03,8.5,27.0,0.0,7.0,0.4,355.0,Poor
27.2,43.8,18.4,23.1,21.5,2.6,1.03,12.1,17.0,2.0,8.0,0.3,355.0,Good
39.6,96.2,47.1,65.4,35.8,17.1,2.03,5.2,46.0,0.0,1.0,0.4,355.0,Poor
40.2,91.9,22.3,34.2,43.7,17.4,2.07,3.1,15.0,1.0,3.0,0.4,355.0,Hazardous
26.4,77.1,20.6,24.8,24.1,12.4,1.46,6.7,25.0,3.0,5.0,0.4,355.0,Moderate
47.4,93.1,72.7,96.6,34.3,14.9,2.54,5.7,31.0,0.0,12.0,0.5,355.0,Hazardous
29.7,74.4,0.6,6.0,22.4,3.5,0.74,11.6,44.0,2.0,0.0,0.5,355.0,Good
25.2,63.2,8.9,19.6,41.7,9.9,2.14,5.1,15.0,1.0,7.0,0.4,355.0,Poor
25.0,75.7,4.7,9.3,21.2,5.2,1.15,16.0,41.0,2.0,8.0,0.4,355.0,Good
30.8,67.6,6.0,15.4,29.2,6.0,1.42,8.7,30.0,0.0,3.0,0.4,355.0,Moderate
30.2,56.8,0.2,4.7,24.6,10.2,1.49,5.3,20.0,2.0,4.0,0.5,355.0,Moderate
21.5,74.6,0.3,8.1,15.9,6.3,1.02,15.6,34.0,1.0,7.0,0.5,355.0,Good
33.1,84.4,3.7,9.5,17.2,8.9,1.61,5.7,31.0,3.0,5.0,0.7,355.0,Moderate
24.1,47.5,22.8,26.0,26.5,4.1,0.91,12.2,23.0,3.0,12.0,0.4,355.0,Good
35.4,84.6,34.1,42.9,23.9,9.4,1.63,9.1,30.0,2.0,6.0,0.4,355.0,Moderate
25.8,76.6,8.6,16.5,22.4,6.2,0.99,16.7,26.0,2.0,9.0,0.5,355.0,Good
24.7,51.4,18.6,23.5,17.1,5.5,1.01,12.1,31.0,2.0,7.0,0.7,344.0,Good
23.1,100.8,7.4,30.0,28.5,16.3,1.8,7.2,36.0,0.0,8.0,0.6,352.0,Poor
54.6,90.7,48.9,62.9,30.1,11.5,2.74,3.7,45.0,2.0,2.0,0.6,352.0,Hazardous
35.9,87.0,26.4,34.1,29.2,17.2,1.33,6.5,17.0,2.0,6.0,0.6,352.0,Moderate
30.5,75.1,21.5,34.0,25.6,7.6,1.21,6.1,51.0,1.0,5.0,0.7,352.0,Moderate
32.0,48.8,0.7,15.8,16.9,8.6,1.65,5.2,10.0,3.0,3.0,0.6,352.0,Moderate
28.3,52.1,5.1,9.8,19.3,2.7,0.9,10.9,28.0,1.0,9.0,0.8,352.0,Good
31.2,75.9,57.6,80.4,38.9,28.6,2.15,3.4,35.0,1.0,0.0,0.6,352.0,Poor
27.5,55.1,3.8,14.9,20.3,5.2,1.38,6.3,32.0,2.0,11.0,0.6,352.0,Moderate
42.7,63.3,82.1,103.4,45.4,29.3,2.26,7.4,23.0,1.0,0.0,0.8,352.0,Poor
30.2,77.2,34.4,44.0,33.6,12.7,1.34,6.4,27.0,1.0,5.0,1.0,352.0,Moderate
36.0,70.7,69.5,78.1,29.1,16.2,2.28,7.2,25.0,0.0,9.0,0.7,352.0,Poor
36.5,103.6,19.1,50.4,49.3,7.4,2.15,3.3,24.0,3.0,1.0,1.2,352.0,Hazardous
26.3,54.7,2.0,8.2,27.9,3.4,1.05,17.0,38.0,2.0,7.0,0.9,352.0,Good
53.1,70.2,60.3,81.9,32.2,16.0,2.28,2.7,33.0,2.0,7.0,0.8,352.0,Hazardous
26.5,52.8,1.2,10.0,26.5,3.4,0.91,12.1,23.0,4.0,7.0,0.7,352.0,Good
20.3,66.8,18.9,21.1,25.5,5.0,0.96,11.3,38.0,1.0,4.0,0.9,346.0,Good
30.0,66.1,17.3,25.3,30.5,6.0,1.55,8.0,33.0,3.0,4.0,0.8,348.0,Moderate
32.0,79.0,117.8,127.8,39.4,28.4,2.75,9.2,38.0,2.0,0.0,1.0,348.0,Hazardous
26.2,41.0,0.3,6.4,23.4,7.3,1.05,10.5,36.0,2.0,5.0,0.7,349.0,Good
24.6,46.5,5.9,13.0,14.2,6.7,0.96,10.5,21.0,1.0,9.0,0.8,349.0,Good
24.3,72.9,1.9,10.4,22.7,2.1,0.89,10.8,24.0,3.0,4.0,0.8,349.0,Good
22.7,70.9,15.8,19.6,17.4,5.6,0.99,11.4,37.0,1.0,4.0,1.1,350.0,Good
23.8,57.9,21.9,27.3,21.9,4.3,1.02,11.1,36.0,2.0,12.0,0.7,348.0,Good
24.3,69.1,60.1,76.5,21.4,9.2,1.44,5.7,29.0,1.0,5.0,0.8,347.0,Moderate
32.7,94.8,7.8,15.2,34.1,9.8,1.63,5.4,31.0,3.0,7.0,0.6,348.0,Moderate
29.0,51.7,8.4,13.0,16.5,5.0,1.01,10.1,42.0,3.0,8.0,0.6,348.0,Good
27.7,69.1,13.6,19.1,21.6,4.6,1.07,10.5,24.0,1.0,5.0,0.6,348.0,Good
24.6,64.6,17.1,20.3,20.5,6.7,0.9,10.5,35.0,2.0,8.0,0.8,348.0,Good
21.9,77.4,21.1,27.8,21.1,4.5,1.03,10.0,27.0,0.0,9.0,0.4,348.0,Good
23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,27.0,2.0,9.0,0.6,348.0,Good
26.7,41.8,1.5,6.5,25.5,2.5,1.07,10.5,40.0,2.0,10.0,0.5,347.0,Good
32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,38.0,0.0,0.0,0.4,347.0,Moderate
28.9,109.5,3.6,21.7,62.1,13.5,2.35,2.7,38.0,3.0,1.0,0.6,347.0,Hazardous
29.7,80.8,7.3,14.8,30.4,7.2,1.73,8.4,43.0,4.0,3.0,0.5,346.0,Moderate
20.0,79.1,1.4,3.5,22.5,4.8,0.89,10.3,30.0,0.0,2.0,0.8,346.0,Good
32.9,66.9,5.2,8.6,30.6,14.0,1.47,10.5,36.0,3.0,3.0,0.3,346.0,Moderate
21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,26.0,1.0,9.0,0.3,346.0,Good
20.5,58.3,1.8,6.7,14.6,4.8,0.78,16.0,33.0,2.0,6.0,0.5,346.0,Good
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,28.0,3.0,5.0,0.5,346.0,Good
22.2,74.0,90.0,99.8,29.1,10.7,1.94,5.2,30.0,2.0,5.0,0.6,346.0,Poor
40.6,95.1,37.4,46.7,42.9,21.3,2.16,2.8,35.0,0.0,4.0,0.4,347.0,Hazardous
33.2,60.0,54.5,65.5,20.2,7.9,1.42,9.0,21.0,0.0,5.0,0.6,347.0,Moderate
28.5,69.0,16.3,25.3,23.0,7.7,1.71,5.5,50.0,1.0,11.0,0.6,348.0,Moderate
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,19.0,4.0,0.0,0.5,348.0,Hazardous
34.9,96.2,48.5,66.5,29.0,15.2,2.4,6.0,17.0,1.0,11.0,0.5,348.0,Poor
28.0,76.6,24.8,35.9,28.1,13.4,1.53,7.4,41.0,0.0,15.0,0.7,348.0,Moderate
27.0,92.6,9.9,20.1,24.3,11.1,1.19,6.2,37.0,2.0,11.0,0.7,348.0,Moderate
24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,36.0,0.0,2.0,0.8,348.0,Good
34.0,63.3,3.0,23.6,28.6,14.2,2.07,10.1,36.0,3.0,4.0,0.5,348.0,Poor
25.7,69.3,64.5,78.8,26.5,10.3,1.87,12.2,29.0,3.0,10.0,0.4,348.0,Poor
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,21.0,2.0,5.0,0.4,348.0,Good
22.1,50.4,4.0,11.5,14.3,9.7,0.95,13.6,30.0,4.0,3.0,0.4,348.0,Good
29.6,44.2,24.7,27.3,27.5,7.7,1.01,10.5,23.0,0.0,5.0,0.4,348.0,Good
38.8,90.1,63.2,69.5,44.7,23.5,2.35,3.5,39.0,4.0,1.0,0.5,348.0,Hazardous
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,28.0,1.0,5.0,0.5,348.0,Moderate
26.6,54.5,3.9,10.3,24.2,5.5,1.09,10.3,21.0,2.0,1.0,0.4,348.0,Good
35.5,84.7,9.4,20.0,25.3,14.9,1.55,6.7,26.0,1.0,8.0,0.3,348.0,Moderate
37.1,72.4,60.3,68.4,35.5,14.0,2.17,3.4,34.0,1.0,2.0,0.4,348.0,Poor
35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,24.0,4.0,6.0,0.6,348.0,Poor
42.2,66.0,33.3,51.4,48.0,12.8,2.54,3.6,21.0,0.0,4.0,0.5,348.0,Hazardous
24.7,79.4,5.9,9.0,19.3,0.7,0.91,10.6,32.0,0.0,7.0,0.4,348.0,Good
28.7,63.6,4.2,10.2,20.8,3.2,0.92,11.6,32.0,3.0,9.0,0.3,348.0,Good
20.8,68.0,7.4,11.4,10.6,7.4,0.95,10.8,24.0,1.0,7.0,0.5,348.0,Good
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,25.0,2.0,3.0,0.5,348.0,Good
34.4,85.0,31.7,53.6,50.5,35.4,2.5,3.8,32.0,1.0,3.0,0.6,348.0,Hazardous
19.4,70.6,8.2,14.2,21.1,0.4,0.99,10.2,15.0,2.0,15.0,0.5,348.0,Good
26.0,68.3,7.8,13.9,11.7,2.7,0.99,12.3,15.0,3.0,9.0,0.4,348.0,Good
50.3,97.4,17.5,38.7,46.5,32.9,2.49,4.8,22.0,3.0,5.0,0.5,348.0,Hazardous
20.5,80.0,1.0,3.2,23.6,2.8,0.91,13.4,27.0,1.0,3.0,0.4,348.0,Good
36.7,75.1,19.7,40.7,38.1,26.6,2.67,11.5,33.0,1.0,0.0,0.4,348.0,Hazardous
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,44.0,1.0,10.0,0.5,348.0,Good
34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,38.0,2.0,3.0,0.5,348.0,Moderate
37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,28.0,2.0,10.0,0.4,348.0,Hazardous
29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,29.0,4.0,9.0,0.4,348.0,Moderate
23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,19.0,4.0,11.0,0.4,348.0,Good
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,29.0,4.0,9.0,0.5,348.0,Good
26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,27.0,2.0,5.0,0.6,348.0,Good
24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,33.0,2.0,6.0,0.5,348.0,Good
24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,21.0,0.0,6.0,0.4,348.0,Good
25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,35.0,2.0,4.0,0.5,348.0,Good
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,45.0,1.0,0.0,0.5,348.0,Moderate
44.0,80.4,18.0,29.5,27.9,8.5,2.12,4.1,28.0,2.0,0.0,0.5,348.0,Poor
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,34.0,2.0,9.0,0.4,348.0,Good
30.8,47.7,11.0,16.4,25.7,5.5,1.11,10.1,36.0,1.0,5.0,0.3,348.0,Good
22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,25.0,5.0,9.0,0.3,348.0,Good
43.3,59.3,62.2,74.7,33.0,19.2,2.44,3.6,32.0,1.0,4.0,0.5,348.0,Poor
26.7,54.1,4.7,16.1,21.0,6.3,1.24,5.7,30.0,3.0,5.0,0.4,348.0,Moderate
27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,30.0,2.0,9.0,0.4,348.0,Good
26.3,47.2,3.0,5.5,24.7,0.7,1.08,10.7,22.0,3.0,12.0,0.4,348.0,Good
38.1,61.3,8.5,27.1,21.9,13.0,1.61,5.5,30.0,4.0,4.0,0.6,348.0,Moderate
44.8,113.0,30.2,52.0,41.5,23.3,2.53,3.3,34.0,1.0,1.0,0.6,348.0,Hazardous
26.6,55.2,9.7,11.1,23.5,15.7,1.87,7.1,44.0,0.0,10.0,0.6,348.0,Moderate
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,39.0,4.0,4.0,0.7,348.0,Poor
30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,51.0,3.0,4.0,0.5,348.0,Moderate
33.4,86.5,169.2,194.7,48.7,4.6,2.36,6.5,22.0,1.0,4.0,0.5,348.0,Poor
27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,38.0,2.0,3.0,0.6,348.0,Moderate
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,31.0,4.0,9.0,0.7,348.0,Moderate
23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,51.0,3.0,0.0,0.7,348.0,Good
39.0,87.2,32.8,43.8,29.9,9.0,1.03,7.6,21.0,1.0,6.0,0.6,345.0,Moderate
33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,21.0,0.0,6.0,0.6,351.0,Moderate
40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,24.0,4.0,3.0,0.6,351.0,Poor
21.8,53.6,1.9,13.1,20.8,9.0,1.43,5.0,8.0,1.0,12.0,0.7,351.0,Moderate
27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,24.0,1.0,9.0,0.6,338.0,Moderate
31.3,65.1,26.0,33.8,27.3,22.0,2.01,4.4,22.0,3.0,4.0,0.8,352.0,Poor
29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,31.0,3.0,5.0,0.6,352.0,Moderate
30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,33.0,2.0,9.0,0.4,349.0,Moderate
36.6,68.4,28.3,42.4,44.2,6.6,2.11,3.8,48.0,0.0,6.0,0.5,348.0,Poor
28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,39.0,3.0,11.0,0.6,349.0,Good
42.1,87.0,83.5,97.7,42.5,5.3,2.18,11.6,24.0,1.0,8.0,0.5,349.0,Poor
25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,21.0,1.0,7.0,0.7,350.0,Good
35.9,98.2,11.4,18.9,54.1,32.5,2.71,3.9,34.0,2.0,6.0,0.3,351.0,Hazardous
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,16.0,1.0,18.0,0.6,351.0,Poor
41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,48.0,1.0,1.0,0.7,352.0,Poor
25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,41.0,2.0,1.0,0.5,352.0,Good
24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,25.0,1.0,5.0,0.6,347.0,Good
24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,12.0,3.0,11.0,0.7,348.0,Good
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,43.0,1.0,0.0,1.0,348.0,Poor
32.4,80.4,36.4,52.2,36.8,21.1,1.76,9.0,28.0,1.0,0.0,0.9,348.0,Poor
34.4,72.7,26.3,39.6,29.3,14.9,1.51,9.0,42.0,4.0,4.0,1.1,348.0,Moderate
27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,14.0,1.0,14.0,1.2,350.0,Good
41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,24.0,3.0,6.0,1.1,351.0,Poor
30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,30.0,1.0,1.0,1.1,351.0,Moderate
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,30.0,0.0,9.0,1.2,351.0,Good
40.3,89.3,193.1,212.6,39.0,18.2,2.32,10.2,25.0,3.0,12.0,1.1,351.0,Hazardous
24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,36.0,1.0,3.0,1.0,353.0,Poor
28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,19.0,0.0,7.0,1.1,355.0,Moderate
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,28.0,3.0,6.0,1.1,356.0,Good
24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,31.0,1.0,8.0,1.2,356.0,Good
27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,35.0,1.0,4.0,1.2,356.0,Moderate
32.8,90.8,3.6,15.0,33.4,25.2,1.6,4.0,37.0,4.0,8.0,0.9,342.0,Poor
36.6,49.9,2.0,14.5,30.5,9.1,1.29,5.4,18.0,2.0,9.0,0.6,351.0,Moderate
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,14.0,3.0,8.0,0.8,347.0,Moderate
31.0,76.0,64.6,88.8,43.9,4.1,2.35,4.9,42.0,2.0,0.0,0.9,350.0,Poor
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,33.0,1.0,0.0,0.8,350.0,Poor
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,22.0,0.0,3.0,1.0,350.0,Moderate
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,45.0,2.0,7.0,0.9,349.0,Good
33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,31.0,0.0,8.0,1.3,349.0,Moderate
20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,41.0,3.0,1.0,1.2,335.0,Good
25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,30.0,1.0,7.0,1.1,354.0,Good
30.0,87.5,33.8,43.1,28.7,12.2,1.63,6.3,50.0,0.0,9.0,1.1,355.0,Moderate
23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,47.0,1.0,8.0,0.8,355.0,Good
21.2,64.0,0.8,7.1,15.7,4.7,0.87,13.1,27.0,1.0,4.0,1.0,355.0,Good
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,39.0,4.0,4.0,0.8,355.0,Good
21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,36.0,3.0,0.0,0.8,355.0,Good
23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,43.0,3.0,12.0,0.7,355.0,Good
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3.0,20.0,1.0,7.0,0.7,355.0,Hazardous
37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,36.0,2.0,0.0,0.8,351.0,Poor
32.9,110.4,20.8,40.4,32.0,25.8,2.5,5.0,40.0,3.0,10.0,0.9,354.0,Hazardous
32.9,63.2,13.1,24.0,23.1,4.1,1.32,11.1,12.0,3.0,8.0,0.9,354.0,Moderate
32.5,55.7,5.6,10.7,26.0,12.7,1.54,5.7,18.0,4.0,10.0,0.9,353.0,Moderate
37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,9.0,0.0,3.0,0.8,352.0,Poor
24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,27.0,0.0,4.0,1.0,352.0,Good
33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,37.0,3.0,2.0,1.0,351.0,Poor
33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,45.0,2.0,14.0,1.1,351.0,Good
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,30.0,1.0,3.0,0.5,349.0,Good
32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,46.0,1.0,2.0,0.5,350.0,Moderate
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,16.0,1.0,3.0,0.5,351.0,Good
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,12.0,3.0,4.0,0.7,350.0,Good
29.7,75.5,27.5,33.0,23.8,8.2,1.32,7.3,29.0,1.0,12.0,0.5,355.0,Moderate
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,33.0,0.0,7.0,0.8,353.0,Moderate
36.2,95.0,9.8,31.8,34.3,24.1,2.12,6.9,29.0,1.0,10.0,1.0,276.0,Poor
20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,9.0,5.0,7.0,0.7,267.0,Good
26.4,58.4,10.6,15.2,26.4,6.8,1.0,10.0,29.0,1.0,5.0,0.8,354.0,Good
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,16.0,0.0,1.0,0.9,356.0,Good
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,36.0,3.0,12.0,0.8,356.0,Good
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,33.0,2.0,9.0,0.8,356.0,Moderate
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,20.0,1.0,10.0,0.8,356.0,Good
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,24.0,1.0,9.0,0.8,355.0,Good
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,19.0,4.0,3.0,0.8,355.0,Good
38.3,86.8,38.0,50.8,22.5,7.1,1.41,5.4,29.0,1.0,7.0,1.1,355.0,Moderate
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,39.0,2.0,10.0,0.9,355.0,Good
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,20.0,2.0,9.0,1.0,355.0,Poor
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,35.0,1.0,6.0,0.9,353.0,Good
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,24.0,4.0,13.0,1.2,353.0,Good
27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,22.0,1.0,8.0,1.1,353.0,Moderate
26.5,59.9,92.7,98.0,25.4,-0.5,0.92,11.6,28.0,0.0,11.0,1.0,353.0,Good
22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,19.0,2.0,6.0,0.6,353.0,Good
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,24.0,0.0,4.0,0.7,353.0,Poor
24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,18.0,3.0,9.0,0.9,353.0,Good
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,49.0,0.0,8.0,1.2,353.0,Moderate
31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,30.0,5.0,7.0,1.0,349.0,Hazardous
33.2,76.0,78.8,87.1,27.7,13.1,1.36,9.0,23.0,3.0,2.0,0.9,352.0,Moderate
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,32.0,1.0,10.0,0.9,354.0,Moderate
24.1,43.5,0.0,5.1,13.8,5.2,0.91,11.8,28.0,2.0,2.0,1.0,354.0,Good
27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,27.0,2.0,9.0,1.1,355.0,Hazardous
27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,36.0,2.0,1.0,1.0,355.0,Moderate
29.2,60.8,28.6,47.1,32.4,25.0,1.41,4.9,37.0,1.0,2.0,0.8,355.0,Poor
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,24.0,4.0,7.0,0.7,355.0,Good
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,24.0,1.0,8.0,0.9,348.0,Moderate
27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,27.0,4.0,6.0,0.8,355.0,Good
39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,6.0,0.0,3.0,0.6,355.0,Moderate
25.0,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,14.0,2.0,10.0,0.8,355.0,Good
24.3,67.2,7.3,11.5,24.4,4.0,1.14,11.3,43.0,2.0,6.0,0.9,353.0,Good
38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,46.0,1.0,6.0,0.8,355.0,Poor
22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,27.0,4.0,5.0,0.9,356.0,Moderate
24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,35.0,2.0,3.0,0.7,356.0,Good
31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,33.0,4.0,10.0,0.8,356.0,Hazardous
33.7,98.2,51.8,64.9,35.3,8.9,2.29,6.4,60.0,2.0,3.0,0.8,356.0,Poor
22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,41.0,3.0,12.0,0.7,356.0,Good
27.0,45.8,1.7,6.0,13.0,6.9,0.92,10.9,28.0,3.0,2.0,0.7,354.0,Good
23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,20.0,1.0,7.0,0.6,311.0,Good
37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,13.0,0.0,6.0,0.9,351.0,Moderate
21.0,90.0,57.9,74.0,19.4,17.1,1.93,3.7,32.0,1.0,5.0,0.7,352.0,Poor
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,22.0,2.0,8.0,0.9,353.0,Good
27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,15.0,2.0,9.0,0.7,353.0,Moderate
32.3,63.1,3.0,12.2,18.1,12.3,1.36,10.4,23.0,4.0,8.0,0.8,347.0,Moderate
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,19.0,1.0,1.0,0.6,346.0,Moderate
27.5,88.9,40.1,68.0,32.1,13.8,2.25,4.8,46.0,3.0,1.0,0.9,348.0,Poor
36.7,103.1,7.3,25.2,52.7,14.7,2.52,2.6,38.0,4.0,1.0,0.6,352.0,Hazardous
23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,29.0,4.0,5.0,0.7,352.0,Good
23.1,67.4,11.5,26.7,18.0,10.9,1.83,6.5,44.0,1.0,14.0,0.8,352.0,Moderate
29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,30.0,2.0,5.0,0.6,352.0,Poor
23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,21.0,3.0,14.0,1.0,352.0,Good
